Iter	 Iter_time	 Master	 Subprob	 Full_Test	 argmax	Iter_acc	 Master_acc	 Subprob_acc	 Full_Test_acc	 argmax_acc
778	 0.003448	 0.003162	 0.000117	 0.000000	 0.000121	2.269808	 2.155682	 0.045324	 0.000000	 0.042787
779	 0.003365	 0.003184	 0.000069	 0.000000	 0.000066	2.273173	 2.158866	 0.045393	 0.000000	 0.042853
780	 0.003453	 0.003158	 0.000119	 0.000000	 0.000126	2.276626	 2.162024	 0.045512	 0.000000	 0.042979
781	 0.003213	 0.003050	 0.000051	 0.000000	 0.000068	2.279839	 2.165074	 0.045563	 0.000000	 0.043047
782	 0.004653	 0.004393	 0.000089	 0.000000	 0.000123	2.284492	 2.169467	 0.045652	 0.000000	 0.043170
783	 0.002779	 0.002652	 0.000054	 0.000000	 0.000046	2.287271	 2.172119	 0.045706	 0.000000	 0.043216
784	 0.002771	 0.002577	 0.000075	 0.000000	 0.000084	2.290042	 2.174696	 0.045781	 0.000000	 0.043300
785	 0.003368	 0.003245	 0.000047	 0.000000	 0.000045	2.293410	 2.177941	 0.045828	 0.000000	 0.043345
786	 0.003284	 0.003081	 0.000081	 0.000000	 0.000084	2.296694	 2.181022	 0.045909	 0.000000	 0.043429
787	 0.003033	 0.002873	 0.000057	 0.000000	 0.000058	2.299727	 2.183895	 0.045966	 0.000000	 0.043487
788	 0.003361	 0.003192	 0.000056	 0.000000	 0.000074	2.303088	 2.187087	 0.046022	 0.000000	 0.043561
789	 0.002846	 0.002737	 0.000035	 0.000000	 0.000046	2.305934	 2.189824	 0.046057	 0.000000	 0.043607
790	 0.002702	 0.002523	 0.000061	 0.000000	 0.000085	2.308636	 2.192347	 0.046118	 0.000000	 0.043692
791	 0.002823	 0.002714	 0.000032	 0.000000	 0.000042	2.311459	 2.195061	 0.046150	 0.000000	 0.043734
792	 0.003190	 0.002950	 0.000101	 0.000000	 0.000087	2.314649	 2.198011	 0.046251	 0.000000	 0.043821
793	 0.002826	 0.002704	 0.000056	 0.000000	 0.000037	2.317475	 2.200715	 0.046307	 0.000000	 0.043858
794	 0.003159	 0.002959	 0.000091	 0.000000	 0.000073	2.320634	 2.203674	 0.046398	 0.000000	 0.043931
795	 0.002773	 0.002665	 0.000035	 0.000000	 0.000045	2.323407	 2.206339	 0.046433	 0.000000	 0.043976
796	 0.002680	 0.002501	 0.000061	 0.000000	 0.000085	2.326087	 2.208840	 0.046494	 0.000000	 0.044061
797	 0.003032	 0.002928	 0.000032	 0.000000	 0.000043	2.329119	 2.211768	 0.046526	 0.000000	 0.044104
798	 0.003290	 0.003102	 0.000084	 0.000000	 0.000075	2.332409	 2.214870	 0.046610	 0.000000	 0.044179
799	 0.002974	 0.002816	 0.000052	 0.000000	 0.000078	2.335383	 2.217686	 0.046662	 0.000000	 0.044257
800	 0.002873	 0.002677	 0.000076	 0.000000	 0.000084	2.338256	 2.220363	 0.046738	 0.000000	 0.044341
801	 0.002713	 0.002592	 0.000048	 0.000000	 0.000045	2.340969	 2.222955	 0.046786	 0.000000	 0.044386
802	 0.003367	 0.003099	 0.000102	 0.000000	 0.000120	2.344336	 2.226054	 0.046888	 0.000000	 0.044506
803	 0.003484	 0.003293	 0.000078	 0.000000	 0.000069	2.347820	 2.229347	 0.046966	 0.000000	 0.044575
804	 0.003531	 0.003230	 0.000110	 0.000000	 0.000131	2.351351	 2.232577	 0.047076	 0.000000	 0.044706
805	 0.003302	 0.003103	 0.000082	 0.000000	 0.000071	2.354653	 2.235680	 0.047158	 0.000000	 0.044777
806	 0.003516	 0.003230	 0.000103	 0.000000	 0.000130	2.358169	 2.238910	 0.047261	 0.000000	 0.044907
807	 0.003998	 0.003793	 0.000092	 0.000000	 0.000071	2.362167	 2.242703	 0.047353	 0.000000	 0.044978
808	 0.004320	 0.004124	 0.000074	 0.000000	 0.000076	2.366487	 2.246827	 0.047427	 0.000000	 0.045054
809	 0.002891	 0.002781	 0.000035	 0.000000	 0.000045	2.369378	 2.249608	 0.047462	 0.000000	 0.045099
810	 0.003054	 0.002854	 0.000080	 0.000000	 0.000085	2.372432	 2.252462	 0.047542	 0.000000	 0.045184
811	 0.002585	 0.002479	 0.000034	 0.000000	 0.000043	2.375017	 2.254941	 0.047576	 0.000000	 0.045227
812	 0.004262	 0.004067	 0.000077	 0.000000	 0.000081	2.379279	 2.259008	 0.047653	 0.000000	 0.045308
813	 0.002962	 0.002850	 0.000046	 0.000000	 0.000039	2.382241	 2.261858	 0.047699	 0.000000	 0.045347
814	 0.002931	 0.002756	 0.000054	 0.000000	 0.000071	2.385172	 2.264614	 0.047753	 0.000000	 0.045418
815	 0.002849	 0.002728	 0.000047	 0.000000	 0.000045	2.388021	 2.267342	 0.047800	 0.000000	 0.045463
816	 0.002749	 0.002560	 0.000062	 0.000000	 0.000086	2.390770	 2.269902	 0.047862	 0.000000	 0.045549
817	 0.002642	 0.002529	 0.000045	 0.000000	 0.000043	2.393412	 2.272431	 0.047907	 0.000000	 0.045592
818	 0.003073	 0.002891	 0.000062	 0.000000	 0.000083	2.396485	 2.275322	 0.047969	 0.000000	 0.045675
819	 0.003281	 0.003164	 0.000034	 0.000000	 0.000050	2.399766	 2.278486	 0.048003	 0.000000	 0.045725
820	 0.002810	 0.002610	 0.000080	 0.000000	 0.000084	2.402576	 2.281096	 0.048083	 0.000000	 0.045809
821	 0.003101	 0.002983	 0.000055	 0.000000	 0.000039	2.405677	 2.284079	 0.048138	 0.000000	 0.045848
822	 0.002994	 0.002746	 0.000111	 0.000000	 0.000098	2.408671	 2.286825	 0.048249	 0.000000	 0.045946
823	 0.003013	 0.002897	 0.000037	 0.000000	 0.000038	2.411684	 2.289722	 0.048286	 0.000000	 0.045984
824	 0.002910	 0.002626	 0.000115	 0.000000	 0.000126	2.414594	 2.292348	 0.048401	 0.000000	 0.046110
825	 0.002590	 0.002472	 0.000049	 0.000000	 0.000044	2.417184	 2.294820	 0.048450	 0.000000	 0.046154
826	 0.003128	 0.002948	 0.000061	 0.000000	 0.000083	2.420312	 2.297768	 0.048511	 0.000000	 0.046237
827	 0.003483	 0.003288	 0.000080	 0.000000	 0.000069	2.423795	 2.301056	 0.048591	 0.000000	 0.046306
828	 0.003465	 0.003159	 0.000108	 0.000000	 0.000135	2.427260	 2.304215	 0.048699	 0.000000	 0.046441
829	 0.003378	 0.003135	 0.000103	 0.000000	 0.000089	2.430638	 2.307350	 0.048802	 0.000000	 0.046530
830	 0.003594	 0.003245	 0.000142	 0.000000	 0.000143	2.434232	 2.310595	 0.048944	 0.000000	 0.046673
831	 0.003488	 0.003316	 0.000056	 0.000000	 0.000070	2.437720	 2.313911	 0.049000	 0.000000	 0.046743
832	 0.004594	 0.004329	 0.000097	 0.000000	 0.000113	2.442314	 2.318240	 0.049097	 0.000000	 0.046856
833	 0.003373	 0.003277	 0.000032	 0.000000	 0.000039	2.445687	 2.321517	 0.049129	 0.000000	 0.046895
834	 0.002754	 0.002541	 0.000090	 0.000000	 0.000086	2.448441	 2.324058	 0.049219	 0.000000	 0.046981
835	 0.002674	 0.002569	 0.000032	 0.000000	 0.000043	2.451115	 2.326627	 0.049251	 0.000000	 0.047024
836	 0.002993	 0.002818	 0.000057	 0.000000	 0.000081	2.454108	 2.329445	 0.049308	 0.000000	 0.047105
837	 0.002928	 0.002825	 0.000032	 0.000000	 0.000042	2.457036	 2.332270	 0.049340	 0.000000	 0.047147
838	 0.002818	 0.002637	 0.000061	 0.000000	 0.000083	2.459854	 2.334907	 0.049401	 0.000000	 0.047230
839	 0.002626	 0.002524	 0.000030	 0.000000	 0.000043	2.462480	 2.337431	 0.049431	 0.000000	 0.047273
840	 0.002962	 0.002783	 0.000059	 0.000000	 0.000085	2.465442	 2.340214	 0.049490	 0.000000	 0.047358
841	 0.002766	 0.002639	 0.000053	 0.000000	 0.000044	2.468208	 2.342853	 0.049543	 0.000000	 0.047402
842	 0.003003	 0.002816	 0.000066	 0.000000	 0.000086	2.471211	 2.345669	 0.049609	 0.000000	 0.047488
843	 0.002695	 0.002588	 0.000033	 0.000000	 0.000044	2.473906	 2.348257	 0.049642	 0.000000	 0.047532
844	 0.002677	 0.002502	 0.000056	 0.000000	 0.000083	2.476583	 2.350759	 0.049698	 0.000000	 0.047615
845	 0.002833	 0.002729	 0.000033	 0.000000	 0.000044	2.479416	 2.353488	 0.049731	 0.000000	 0.047659
846	 0.003092	 0.002894	 0.000080	 0.000000	 0.000085	2.482508	 2.356382	 0.049811	 0.000000	 0.047744
847	 0.002736	 0.002631	 0.000034	 0.000000	 0.000046	2.485244	 2.359013	 0.049845	 0.000000	 0.047790
848	 0.002967	 0.002772	 0.000079	 0.000000	 0.000085	2.488211	 2.361785	 0.049924	 0.000000	 0.047875
849	 0.002779	 0.002661	 0.000044	 0.000000	 0.000044	2.490990	 2.364446	 0.049968	 0.000000	 0.047919
850	 0.002914	 0.002686	 0.000061	 0.000000	 0.000085	2.493904	 2.367132	 0.050029	 0.000000	 0.048004
851	 0.002670	 0.002566	 0.000034	 0.000000	 0.000044	2.496574	 2.369698	 0.050063	 0.000000	 0.048048
852	 0.002778	 0.002607	 0.000056	 0.000000	 0.000081	2.499352	 2.372305	 0.050119	 0.000000	 0.048129
853	 0.003344	 0.003214	 0.000050	 0.000000	 0.000045	2.502696	 2.375519	 0.050169	 0.000000	 0.048174
854	 0.003384	 0.003089	 0.000107	 0.000000	 0.000133	2.506080	 2.378608	 0.050276	 0.000000	 0.048307
855	 0.003408	 0.003237	 0.000054	 0.000000	 0.000072	2.509488	 2.381845	 0.050330	 0.000000	 0.048379
856	 0.003368	 0.003135	 0.000093	 0.000000	 0.000094	2.512856	 2.384980	 0.050423	 0.000000	 0.048473
857	 0.003182	 0.003044	 0.000057	 0.000000	 0.000046	2.516038	 2.388024	 0.050480	 0.000000	 0.048519
858	 0.003318	 0.003107	 0.000083	 0.000000	 0.000089	2.519356	 2.391131	 0.050563	 0.000000	 0.048608
859	 0.004564	 0.004429	 0.000033	 0.000000	 0.000042	2.523920	 2.395560	 0.050596	 0.000000	 0.048650
860	 0.003542	 0.003342	 0.000094	 0.000000	 0.000077	2.527462	 2.398902	 0.050690	 0.000000	 0.048727
861	 0.002991	 0.002884	 0.000032	 0.000000	 0.000044	2.530453	 2.401786	 0.050722	 0.000000	 0.048771
862	 0.003125	 0.002883	 0.000084	 0.000000	 0.000102	2.533578	 2.404669	 0.050806	 0.000000	 0.048873
863	 0.003198	 0.003042	 0.000047	 0.000000	 0.000064	2.536776	 2.407711	 0.050853	 0.000000	 0.048937
864	 0.002811	 0.002628	 0.000060	 0.000000	 0.000087	2.539587	 2.410339	 0.050913	 0.000000	 0.049024
865	 0.002753	 0.002646	 0.000034	 0.000000	 0.000044	2.542340	 2.412985	 0.050947	 0.000000	 0.049068
866	 0.002871	 0.002669	 0.000082	 0.000000	 0.000086	2.545211	 2.415654	 0.051029	 0.000000	 0.049154
867	 0.003182	 0.003075	 0.000034	 0.000000	 0.000046	2.548393	 2.418729	 0.051063	 0.000000	 0.049200
868	 0.003159	 0.002933	 0.000085	 0.000000	 0.000105	2.551552	 2.421662	 0.051148	 0.000000	 0.049305
869	 0.002931	 0.002834	 0.000031	 0.000000	 0.000039	2.554483	 2.424496	 0.051179	 0.000000	 0.049344
870	 0.002829	 0.002647	 0.000062	 0.000000	 0.000086	2.557312	 2.427143	 0.051241	 0.000000	 0.049430
871	 0.003182	 0.003059	 0.000050	 0.000000	 0.000045	2.560494	 2.430202	 0.051291	 0.000000	 0.049475
872	 0.002931	 0.002734	 0.000076	 0.000000	 0.000087	2.563425	 2.432936	 0.051367	 0.000000	 0.049562
873	 0.002778	 0.002655	 0.000040	 0.000000	 0.000040	2.566203	 2.435591	 0.051407	 0.000000	 0.049602
874	 0.003051	 0.002845	 0.000077	 0.000000	 0.000091	2.569254	 2.438436	 0.051484	 0.000000	 0.049693
875	 0.002719	 0.002600	 0.000047	 0.000000	 0.000045	2.571973	 2.441036	 0.051531	 0.000000	 0.049738
876	 0.003057	 0.002874	 0.000062	 0.000000	 0.000083	2.575030	 2.443910	 0.051593	 0.000000	 0.049821
877	 0.002889	 0.002771	 0.000040	 0.000000	 0.000039	2.577919	 2.446681	 0.051633	 0.000000	 0.049860
878	 0.003221	 0.003035	 0.000063	 0.000000	 0.000086	2.581140	 2.449716	 0.051696	 0.000000	 0.049946
879	 0.003204	 0.003064	 0.000059	 0.000000	 0.000049	2.584344	 2.452780	 0.051755	 0.000000	 0.049995
880	 0.003301	 0.003092	 0.000071	 0.000000	 0.000097	2.587645	 2.455872	 0.051826	 0.000000	 0.050092
881	 0.003324	 0.003182	 0.000059	 0.000000	 0.000049	2.590969	 2.459054	 0.051885	 0.000000	 0.050141
882	 0.003334	 0.003135	 0.000071	 0.000000	 0.000089	2.594303	 2.462189	 0.051956	 0.000000	 0.050230
883	 0.003265	 0.003121	 0.000046	 0.000000	 0.000062	2.597568	 2.465310	 0.052002	 0.000000	 0.050292
884	 0.003570	 0.003344	 0.000073	 0.000000	 0.000102	2.601138	 2.468654	 0.052075	 0.000000	 0.050394
885	 0.002940	 0.002822	 0.000050	 0.000000	 0.000042	2.604078	 2.471476	 0.052125	 0.000000	 0.050436
886	 0.003222	 0.003005	 0.000092	 0.000000	 0.000087	2.607300	 2.474481	 0.052217	 0.000000	 0.050523
887	 0.002603	 0.002492	 0.000038	 0.000000	 0.000046	2.609903	 2.476973	 0.052255	 0.000000	 0.050569
888	 0.003016	 0.002816	 0.000079	 0.000000	 0.000085	2.612919	 2.479789	 0.052334	 0.000000	 0.050654
889	 0.003816	 0.003694	 0.000041	 0.000000	 0.000038	2.616735	 2.483483	 0.052375	 0.000000	 0.050692
890	 0.003367	 0.003113	 0.000116	 0.000000	 0.000095	2.620102	 2.486596	 0.052491	 0.000000	 0.050787
891	 0.002838	 0.002720	 0.000046	 0.000000	 0.000043	2.622940	 2.489316	 0.052537	 0.000000	 0.050830
892	 0.002819	 0.002643	 0.000059	 0.000000	 0.000084	2.625759	 2.491959	 0.052596	 0.000000	 0.050914
893	 0.002942	 0.002821	 0.000045	 0.000000	 0.000045	2.628701	 2.494780	 0.052641	 0.000000	 0.050959
894	 0.002856	 0.002630	 0.000087	 0.000000	 0.000097	2.631557	 2.497410	 0.052728	 0.000000	 0.051056
895	 0.002641	 0.002534	 0.000031	 0.000000	 0.000045	2.634198	 2.499944	 0.052759	 0.000000	 0.051101
896	 0.002871	 0.002681	 0.000056	 0.000000	 0.000096	2.637069	 2.502625	 0.052815	 0.000000	 0.051197
897	 0.002822	 0.002716	 0.000033	 0.000000	 0.000044	2.639891	 2.505341	 0.052848	 0.000000	 0.051241
898	 0.002794	 0.002613	 0.000058	 0.000000	 0.000086	2.642685	 2.507954	 0.052906	 0.000000	 0.051327
899	 0.002648	 0.002545	 0.000035	 0.000000	 0.000043	2.645333	 2.510499	 0.052941	 0.000000	 0.051370
900	 0.002645	 0.002472	 0.000057	 0.000000	 0.000085	2.647978	 2.512971	 0.052998	 0.000000	 0.051455
901	 0.002780	 0.002661	 0.000049	 0.000000	 0.000044	2.650758	 2.515632	 0.053047	 0.000000	 0.051499
902	 0.002908	 0.002730	 0.000061	 0.000000	 0.000086	2.653666	 2.518362	 0.053108	 0.000000	 0.051585
903	 0.002775	 0.002663	 0.000034	 0.000000	 0.000046	2.656441	 2.521025	 0.053142	 0.000000	 0.051631
904	 0.002800	 0.002626	 0.000056	 0.000000	 0.000082	2.659241	 2.523651	 0.053198	 0.000000	 0.051713
905	 0.002895	 0.002776	 0.000049	 0.000000	 0.000043	2.662136	 2.526427	 0.053247	 0.000000	 0.051756
906	 0.002716	 0.002521	 0.000076	 0.000000	 0.000087	2.664852	 2.528948	 0.053323	 0.000000	 0.051843
907	 0.002689	 0.002588	 0.000032	 0.000000	 0.000044	2.667541	 2.531536	 0.053355	 0.000000	 0.051887
908	 0.002788	 0.002593	 0.000074	 0.000000	 0.000084	2.670329	 2.534129	 0.053429	 0.000000	 0.051971
909	 0.002893	 0.002788	 0.000033	 0.000000	 0.000045	2.673222	 2.536917	 0.053462	 0.000000	 0.052016
910	 0.002988	 0.002780	 0.000064	 0.000000	 0.000103	2.676210	 2.539697	 0.053526	 0.000000	 0.052119
911	 0.002847	 0.002731	 0.000046	 0.000000	 0.000044	2.679057	 2.542428	 0.053572	 0.000000	 0.052163
912	 0.002985	 0.002793	 0.000073	 0.000000	 0.000086	2.682042	 2.545221	 0.053645	 0.000000	 0.052249
913	 0.002762	 0.002659	 0.000033	 0.000000	 0.000045	2.684804	 2.547880	 0.053678	 0.000000	 0.052294
914	 0.002981	 0.002784	 0.000076	 0.000000	 0.000084	2.687785	 2.550664	 0.053754	 0.000000	 0.052378
915	 0.002752	 0.002634	 0.000047	 0.000000	 0.000045	2.690537	 2.553298	 0.053801	 0.000000	 0.052423
916	 0.002755	 0.002562	 0.000074	 0.000000	 0.000085	2.693292	 2.555860	 0.053875	 0.000000	 0.052508
917	 0.002880	 0.002765	 0.000043	 0.000000	 0.000044	2.696172	 2.558625	 0.053918	 0.000000	 0.052552
918	 0.003055	 0.002863	 0.000072	 0.000000	 0.000086	2.699227	 2.561488	 0.053990	 0.000000	 0.052638
919	 0.002963	 0.002850	 0.000036	 0.000000	 0.000046	2.702190	 2.564338	 0.054026	 0.000000	 0.052684
920	 0.002893	 0.002708	 0.000063	 0.000000	 0.000087	2.705083	 2.567046	 0.054089	 0.000000	 0.052771
921	 0.003013	 0.002907	 0.000034	 0.000000	 0.000044	2.708096	 2.569953	 0.054123	 0.000000	 0.052815
922	 0.003062	 0.002885	 0.000058	 0.000000	 0.000084	2.711158	 2.572838	 0.054181	 0.000000	 0.052899
923	 0.002719	 0.002612	 0.000033	 0.000000	 0.000046	2.713877	 2.575450	 0.054214	 0.000000	 0.052945
924	 0.002829	 0.002616	 0.000090	 0.000000	 0.000087	2.716706	 2.578066	 0.054304	 0.000000	 0.053032
925	 0.002770	 0.002668	 0.000032	 0.000000	 0.000043	2.719476	 2.580734	 0.054336	 0.000000	 0.053075
926	 0.002837	 0.002639	 0.000076	 0.000000	 0.000086	2.722313	 2.583373	 0.054412	 0.000000	 0.053161
927	 0.002994	 0.002891	 0.000031	 0.000000	 0.000044	2.725307	 2.586264	 0.054443	 0.000000	 0.053205
928	 0.002838	 0.002654	 0.000058	 0.000000	 0.000086	2.728145	 2.588918	 0.054501	 0.000000	 0.053291
929	 0.002740	 0.002613	 0.000054	 0.000000	 0.000044	2.730885	 2.591531	 0.054555	 0.000000	 0.053335
930	 0.002754	 0.002560	 0.000072	 0.000000	 0.000086	2.733639	 2.594091	 0.054627	 0.000000	 0.053421
931	 0.002627	 0.002520	 0.000033	 0.000000	 0.000046	2.736266	 2.596611	 0.054660	 0.000000	 0.053467
932	 0.002945	 0.002751	 0.000075	 0.000000	 0.000083	2.739211	 2.599362	 0.054735	 0.000000	 0.053550
933	 0.002688	 0.002573	 0.000044	 0.000000	 0.000045	2.741899	 2.601935	 0.054779	 0.000000	 0.053595
934	 0.002855	 0.002667	 0.000067	 0.000000	 0.000087	2.744754	 2.604602	 0.054846	 0.000000	 0.053682
935	 0.002775	 0.002656	 0.000046	 0.000000	 0.000045	2.747529	 2.607258	 0.054892	 0.000000	 0.053727
936	 0.002811	 0.002635	 0.000061	 0.000000	 0.000084	2.750340	 2.609893	 0.054953	 0.000000	 0.053811
937	 0.002782	 0.002681	 0.000032	 0.000000	 0.000044	2.753122	 2.612574	 0.054985	 0.000000	 0.053855
938	 0.002800	 0.002607	 0.000074	 0.000000	 0.000082	2.755922	 2.615181	 0.055059	 0.000000	 0.053937
939	 0.002683	 0.002573	 0.000034	 0.000000	 0.000044	2.758605	 2.617754	 0.055093	 0.000000	 0.053981
940	 0.003005	 0.002831	 0.000056	 0.000000	 0.000086	2.761610	 2.620585	 0.055149	 0.000000	 0.054067
941	 0.002709	 0.002599	 0.000034	 0.000000	 0.000047	2.764319	 2.623184	 0.055183	 0.000000	 0.054114
942	 0.002938	 0.002738	 0.000082	 0.000000	 0.000088	2.767257	 2.625922	 0.055265	 0.000000	 0.054202
943	 0.002805	 0.002696	 0.000034	 0.000000	 0.000045	2.770062	 2.628618	 0.055299	 0.000000	 0.054247
944	 0.002679	 0.002484	 0.000077	 0.000000	 0.000085	2.772741	 2.631102	 0.055376	 0.000000	 0.054332
945	 0.002813	 0.002710	 0.000032	 0.000000	 0.000045	2.775554	 2.633812	 0.055408	 0.000000	 0.054377
946	 0.002815	 0.002638	 0.000055	 0.000000	 0.000084	2.778369	 2.636450	 0.055463	 0.000000	 0.054461
947	 0.002894	 0.002778	 0.000045	 0.000000	 0.000045	2.781263	 2.639228	 0.055508	 0.000000	 0.054506
948	 0.002874	 0.002678	 0.000072	 0.000000	 0.000086	2.784137	 2.641906	 0.055580	 0.000000	 0.054592
949	 0.002677	 0.002569	 0.000032	 0.000000	 0.000045	2.786814	 2.644475	 0.055612	 0.000000	 0.054637
950	 0.002889	 0.002695	 0.000075	 0.000000	 0.000086	2.789703	 2.647170	 0.055687	 0.000000	 0.054723
951	 0.002619	 0.002517	 0.000032	 0.000000	 0.000044	2.792322	 2.649687	 0.055719	 0.000000	 0.054767
952	 0.002885	 0.002712	 0.000055	 0.000000	 0.000084	2.795207	 2.652399	 0.055774	 0.000000	 0.054851
953	 0.002789	 0.002678	 0.000036	 0.000000	 0.000048	2.797996	 2.655077	 0.055810	 0.000000	 0.054899
954	 0.002784	 0.002580	 0.000082	 0.000000	 0.000089	2.800780	 2.657657	 0.055892	 0.000000	 0.054988
955	 0.002742	 0.002638	 0.000031	 0.000000	 0.000044	2.803522	 2.660295	 0.055923	 0.000000	 0.055032
956	 0.002825	 0.002628	 0.000076	 0.000000	 0.000086	2.806347	 2.662923	 0.055999	 0.000000	 0.055118
957	 0.002878	 0.002760	 0.000046	 0.000000	 0.000045	2.809225	 2.665683	 0.056045	 0.000000	 0.055163
958	 0.002882	 0.002699	 0.000061	 0.000000	 0.000088	2.812107	 2.668382	 0.056106	 0.000000	 0.055251
959	 0.002868	 0.002758	 0.000034	 0.000000	 0.000047	2.814975	 2.671140	 0.056140	 0.000000	 0.055298
960	 0.002866	 0.002685	 0.000059	 0.000000	 0.000087	2.817841	 2.673825	 0.056199	 0.000000	 0.055385
961	 0.002945	 0.002841	 0.000032	 0.000000	 0.000045	2.820786	 2.676666	 0.056231	 0.000000	 0.055430
962	 0.002719	 0.002538	 0.000057	 0.000000	 0.000086	2.823505	 2.679204	 0.056288	 0.000000	 0.055516
963	 0.002746	 0.002628	 0.000047	 0.000000	 0.000045	2.826251	 2.681832	 0.056335	 0.000000	 0.055561
964	 0.002853	 0.002659	 0.000073	 0.000000	 0.000086	2.829104	 2.684491	 0.056408	 0.000000	 0.055647
965	 0.002825	 0.002709	 0.000042	 0.000000	 0.000045	2.831929	 2.687200	 0.056450	 0.000000	 0.055692
966	 0.002804	 0.002618	 0.000062	 0.000000	 0.000089	2.834733	 2.689818	 0.056512	 0.000000	 0.055781
967	 0.002617	 0.002509	 0.000033	 0.000000	 0.000045	2.837350	 2.692327	 0.056545	 0.000000	 0.055826
968	 0.002875	 0.002676	 0.000077	 0.000000	 0.000086	2.840225	 2.695003	 0.056622	 0.000000	 0.055912
969	 0.002734	 0.002619	 0.000043	 0.000000	 0.000044	2.842959	 2.697622	 0.056665	 0.000000	 0.055956
970	 0.002790	 0.002594	 0.000072	 0.000000	 0.000087	2.845749	 2.700216	 0.056737	 0.000000	 0.056043
971	 0.003104	 0.002992	 0.000033	 0.000000	 0.000046	2.848853	 2.703208	 0.056770	 0.000000	 0.056089
972	 0.003386	 0.003024	 0.000149	 0.000000	 0.000165	2.852239	 2.706232	 0.056919	 0.000000	 0.056254
973	 0.002658	 0.002534	 0.000051	 0.000000	 0.000048	2.854897	 2.708766	 0.056970	 0.000000	 0.056302
974	 0.003009	 0.002809	 0.000075	 0.000000	 0.000087	2.857906	 2.711575	 0.057045	 0.000000	 0.056389
975	 0.002633	 0.002528	 0.000032	 0.000000	 0.000045	2.860539	 2.714103	 0.057077	 0.000000	 0.056434
976	 0.002669	 0.002473	 0.000074	 0.000000	 0.000085	2.863208	 2.716576	 0.057151	 0.000000	 0.056519
977	 0.002572	 0.002469	 0.000030	 0.000000	 0.000043	2.865780	 2.719045	 0.057181	 0.000000	 0.056562
978	 0.003319	 0.003101	 0.000080	 0.000000	 0.000101	2.869099	 2.722146	 0.057261	 0.000000	 0.056663
979	 0.002746	 0.002624	 0.000050	 0.000000	 0.000046	2.871845	 2.724770	 0.057311	 0.000000	 0.056709
980	 0.002937	 0.002755	 0.000061	 0.000000	 0.000086	2.874782	 2.727525	 0.057372	 0.000000	 0.056795
981	 0.002926	 0.002818	 0.000033	 0.000000	 0.000045	2.877708	 2.730343	 0.057405	 0.000000	 0.056840
982	 0.003219	 0.003014	 0.000080	 0.000000	 0.000090	2.880927	 2.733357	 0.057485	 0.000000	 0.056930
983	 0.002973	 0.002848	 0.000047	 0.000000	 0.000047	2.883900	 2.736205	 0.057532	 0.000000	 0.056977
984	 0.003192	 0.002995	 0.000075	 0.000000	 0.000090	2.887092	 2.739200	 0.057607	 0.000000	 0.057067
985	 0.002805	 0.002685	 0.000045	 0.000000	 0.000046	2.889897	 2.741885	 0.057652	 0.000000	 0.057113
986	 0.002756	 0.002562	 0.000072	 0.000000	 0.000089	2.892653	 2.744447	 0.057724	 0.000000	 0.057202
987	 0.002669	 0.002564	 0.000031	 0.000000	 0.000044	2.895322	 2.747011	 0.057755	 0.000000	 0.057246
988	 0.002859	 0.002659	 0.000076	 0.000000	 0.000088	2.898181	 2.749670	 0.057831	 0.000000	 0.057334
989	 0.002742	 0.002639	 0.000032	 0.000000	 0.000044	2.900923	 2.752309	 0.057863	 0.000000	 0.057378
990	 0.002999	 0.002806	 0.000075	 0.000000	 0.000087	2.903922	 2.755115	 0.057938	 0.000000	 0.057465
991	 0.002768	 0.002662	 0.000033	 0.000000	 0.000044	2.906690	 2.757777	 0.057971	 0.000000	 0.057509
992	 0.002973	 0.002749	 0.000057	 0.000000	 0.000087	2.909663	 2.760526	 0.058028	 0.000000	 0.057596
993	 0.002874	 0.002767	 0.000034	 0.000000	 0.000044	2.912537	 2.763293	 0.058062	 0.000000	 0.057640
994	 0.002833	 0.002647	 0.000062	 0.000000	 0.000088	2.915370	 2.765940	 0.058124	 0.000000	 0.057728
995	 0.002806	 0.002678	 0.000052	 0.000000	 0.000047	2.918176	 2.768618	 0.058176	 0.000000	 0.057775
996	 0.003019	 0.002806	 0.000078	 0.000000	 0.000098	2.921195	 2.771424	 0.058254	 0.000000	 0.057873
997	 0.002754	 0.002649	 0.000032	 0.000000	 0.000045	2.923949	 2.774073	 0.058286	 0.000000	 0.057918
998	 0.002975	 0.002776	 0.000079	 0.000000	 0.000088	2.926924	 2.776849	 0.058365	 0.000000	 0.058006
999	 0.002698	 0.002593	 0.000031	 0.000000	 0.000044	2.929622	 2.779442	 0.058396	 0.000000	 0.058050
1000	 0.002851	 0.002678	 0.000058	 0.000000	 0.000086	2.932473	 2.782120	 0.058454	 0.000000	 0.058136
1001	 0.002788	 0.002680	 0.000034	 0.000000	 0.000045	2.935261	 2.784800	 0.058488	 0.000000	 0.058181
1002	 0.002982	 0.002786	 0.000077	 0.000000	 0.000086	2.938243	 2.787586	 0.058565	 0.000000	 0.058267
1003	 0.002778	 0.002673	 0.000032	 0.000000	 0.000045	2.941021	 2.790259	 0.058597	 0.000000	 0.058312
1004	 0.002834	 0.002617	 0.000057	 0.000000	 0.000108	2.943855	 2.792876	 0.058654	 0.000000	 0.058420
1005	 0.002729	 0.002626	 0.000031	 0.000000	 0.000044	2.946584	 2.795502	 0.058685	 0.000000	 0.058464
