Iter	 Iter_time	 Master	 Subprob	 Full_Test	 argmax	Iter_acc	 Master_acc	 Subprob_acc	 Full_Test_acc	 argmax_acc
225	 0.002617	 0.002498	 0.000047	 0.000000	 0.000042	0.639257	 0.605776	 0.014151	 0.000000	 0.011556
226	 0.002779	 0.002584	 0.000078	 0.000000	 0.000081	0.642036	 0.608360	 0.014229	 0.000000	 0.011637
227	 0.002843	 0.002719	 0.000047	 0.000000	 0.000046	0.644879	 0.611079	 0.014276	 0.000000	 0.011683
228	 0.002852	 0.002662	 0.000071	 0.000000	 0.000082	0.647731	 0.613741	 0.014347	 0.000000	 0.011765
229	 0.002585	 0.002476	 0.000034	 0.000000	 0.000045	0.650316	 0.616217	 0.014381	 0.000000	 0.011810
230	 0.002821	 0.002614	 0.000082	 0.000000	 0.000088	0.653137	 0.618831	 0.014463	 0.000000	 0.011898
231	 0.002569	 0.002457	 0.000045	 0.000000	 0.000040	0.655706	 0.621288	 0.014508	 0.000000	 0.011938
232	 0.002876	 0.002679	 0.000073	 0.000000	 0.000089	0.658582	 0.623967	 0.014581	 0.000000	 0.012027
233	 0.002684	 0.002562	 0.000049	 0.000000	 0.000044	0.661266	 0.626529	 0.014630	 0.000000	 0.012071
234	 0.002852	 0.002658	 0.000073	 0.000000	 0.000083	0.664118	 0.629187	 0.014703	 0.000000	 0.012154
235	 0.002674	 0.002556	 0.000046	 0.000000	 0.000043	0.666792	 0.631743	 0.014749	 0.000000	 0.012197
236	 0.002821	 0.002640	 0.000060	 0.000000	 0.000086	0.669613	 0.634383	 0.014809	 0.000000	 0.012283
237	 0.002508	 0.002406	 0.000033	 0.000000	 0.000042	0.672121	 0.636789	 0.014842	 0.000000	 0.012325
238	 0.002650	 0.002473	 0.000059	 0.000000	 0.000084	0.674771	 0.639262	 0.014901	 0.000000	 0.012409
239	 0.004883	 0.003222	 0.000046	 0.000000	 0.001577	0.679654	 0.642484	 0.014947	 0.000000	 0.013986
240	 0.003123	 0.002913	 0.000088	 0.000000	 0.000086	0.682777	 0.645397	 0.015035	 0.000000	 0.014072
241	 0.002963	 0.002839	 0.000051	 0.000000	 0.000043	0.685740	 0.648236	 0.015086	 0.000000	 0.014115
242	 0.002578	 0.002343	 0.000081	 0.000000	 0.000089	0.688318	 0.650579	 0.015167	 0.000000	 0.014204
243	 0.002757	 0.002639	 0.000045	 0.000000	 0.000043	0.691075	 0.653218	 0.015212	 0.000000	 0.014247
244	 0.003128	 0.002923	 0.000077	 0.000000	 0.000088	0.694203	 0.656141	 0.015289	 0.000000	 0.014335
245	 0.002830	 0.002701	 0.000052	 0.000000	 0.000046	0.697033	 0.658842	 0.015341	 0.000000	 0.014381
246	 0.003019	 0.002797	 0.000086	 0.000000	 0.000095	0.700052	 0.661639	 0.015427	 0.000000	 0.014476
247	 0.002952	 0.002825	 0.000048	 0.000000	 0.000047	0.703004	 0.664464	 0.015475	 0.000000	 0.014523
248	 0.002955	 0.002765	 0.000061	 0.000000	 0.000090	0.705959	 0.667229	 0.015536	 0.000000	 0.014613
249	 0.002852	 0.002717	 0.000056	 0.000000	 0.000046	0.708811	 0.669946	 0.015592	 0.000000	 0.014659
250	 0.003002	 0.002789	 0.000078	 0.000000	 0.000094	0.711813	 0.672735	 0.015670	 0.000000	 0.014753
251	 0.003072	 0.002947	 0.000054	 0.000000	 0.000042	0.714885	 0.675682	 0.015724	 0.000000	 0.014795
252	 0.003030	 0.002828	 0.000073	 0.000000	 0.000093	0.717915	 0.678510	 0.015797	 0.000000	 0.014888
253	 0.002798	 0.002678	 0.000049	 0.000000	 0.000042	0.720713	 0.681188	 0.015846	 0.000000	 0.014930
254	 0.003091	 0.002882	 0.000064	 0.000000	 0.000105	0.723804	 0.684070	 0.015910	 0.000000	 0.015035
255	 0.002868	 0.002736	 0.000055	 0.000000	 0.000046	0.726672	 0.686806	 0.015965	 0.000000	 0.015081
256	 0.003701	 0.003381	 0.000121	 0.000000	 0.000145	0.730373	 0.690187	 0.016086	 0.000000	 0.015226
257	 0.004465	 0.004263	 0.000072	 0.000000	 0.000085	0.734838	 0.694450	 0.016158	 0.000000	 0.015311
258	 0.003306	 0.003099	 0.000082	 0.000000	 0.000087	0.738144	 0.697549	 0.016240	 0.000000	 0.015398
259	 0.002627	 0.002497	 0.000050	 0.000000	 0.000050	0.740771	 0.700046	 0.016290	 0.000000	 0.015448
260	 0.003052	 0.002848	 0.000073	 0.000000	 0.000097	0.743823	 0.702894	 0.016363	 0.000000	 0.015545
261	 0.002560	 0.002446	 0.000035	 0.000000	 0.000047	0.746383	 0.705340	 0.016398	 0.000000	 0.015592
262	 0.002847	 0.002635	 0.000082	 0.000000	 0.000095	0.749230	 0.707975	 0.016480	 0.000000	 0.015687
263	 0.002743	 0.002618	 0.000045	 0.000000	 0.000049	0.751973	 0.710593	 0.016525	 0.000000	 0.015736
